tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,2904,0,live,GRIN2B,"DEE27, EIEE27, GluN2B, MRD6, NMDAR2B, NR2B, NR3, hNR3",glutamate ionotropic receptor NMDA type subunit 2B,"glutamate receptor ionotropic, NMDA 2B|GluN2B(alt_5'UTR)|N-methyl D-aspartate receptor subtype 2B|N-methyl-D-aspartate receptor subunit 3|glutamate [NMDA] receptor subunit epsilon-2|glutamate receptor subunit epsilon-2|glutamate receptor, ionotropic, N-methyl D-aspartate 2B",12p13.1,12,NC_000012.12,13537337,13982134,minus,15,138252
9606,Homo sapiens,6653,0,live,SORL1,"C11orf32, LR11, LRP9, SORLA, SorLA-1, gp250",sortilin related receptor 1,"sortilin-related receptor|LDLR relative with 11 ligand-binding repeats|low-density lipoprotein receptor relative with 11 ligand-binding repeats|mosaic protein LR11|sortilin-related receptor, L(DLR class) A repeats containing|sorting protein-related receptor containing LDLR class A repeats",11q24.1,11,NC_000011.10,121452314,121633763,plus,48,602005
9606,Homo sapiens,4314,0,live,MMP3,"CHDS6, MMP-3, SL-1, STMY, STMY1, STR1",matrix metallopeptidase 3,"stromelysin-1|matrix metalloproteinase 3 (stromelysin 1, progelatinase)|proteoglycanase|transin-1",11q22.2,11,NC_000011.10,102835801,102843609,minus,10,185250
9606,Homo sapiens,125704,0,live,DIPK1C,"C18orf51, FAM69C, FNCAD",divergent protein kinase domain 1C,divergent protein kinase domain 1C|familial non-conventional Alzheimer's dementia|family with sequence similarity 69 member C|protein FAM69C,18q22.3,18,NC_000018.10,74434775,74464648,minus,5,614544
9606,Homo sapiens,23607,0,live,CD2AP,CMS,CD2 associated protein,CD2-associated protein|Cas ligand with multiple Src homology (SH) 3 domains|Cas ligand with multiple Src homology 3 (SH3) domains|adapter protein CMS|cas ligand with multiple SH3 domains,6p12.3,6,NC_000006.12,47477789,47627263,plus,20,604241
9606,Homo sapiens,2041,0,live,EPHA1,"EPH, EPHT, EPHT1",EPH receptor A1,ephrin type-A receptor 1|eph tyrosine kinase 1|erythropoietin-producing hepatoma amplified sequence|erythropoietin-producing hepatoma receptor|hEpha1|oncogene EPH|tyrosine-protein kinase receptor EPH,7q34-q35,7,NC_000007.14,143391129,143408856,minus,18,179610
9606,Homo sapiens,4321,0,live,MMP12,"HME, ME, MME, MMP-12",matrix metallopeptidase 12,macrophage metalloelastase|matrix metallopeptidase 12 (macrophage elastase)|matrix metalloproteinase 12 (macrophage elastase),11q22.2,11,NC_000011.10,102862736,102874982,minus,10,601046
9606,Homo sapiens,602,0,live,BCL3,"BCL4, D19S37",BCL3 transcription coactivator,B-cell lymphoma 3 protein|B cell CLL/lymphoma 3|B-cell leukemia/lymphoma 3|B-cell lymphoma 3-encoded protein|BCL-3|chronic lymphatic leukemia protein|proto-oncogene BCL3,19q13.32,19,NC_000019.10,44747705,44760044,plus,10,109560
9606,Homo sapiens,64231,0,live,MS4A6A,"4SPAN3, 4SPAN3.2, CD20L3, CDA01, MS4A6, MST090, MSTP090",membrane spanning 4-domains A6A,"membrane-spanning 4-domains subfamily A member 6A|CD20 antigen-like 3|CD20-like precusor|HAIRB-iso|MS4A6A-polymorph|four-span transmembrane protein 3|four-span transmembrane protein 3.1|four-span transmembrane protein 3.2|membrane-spanning 4-domains, subfamily A, member 6A",11q12.2,11,NC_000011.10,60171607,60184666,minus,11,606548
9606,Homo sapiens,1636,0,live,ACE,"ACE1, CD143, DCP, DCP1",angiotensin I converting enzyme,angiotensin-converting enzyme|CD143 antigen|angiotensin I converting enzyme (peptidyl-dipeptidase A) 1|carboxycathepsin|dipeptidyl carboxypeptidase 1|dipeptidyl carboxypeptidase I|kininase II|peptidase P,17q23.3,17,NC_000017.11,63477061,63498373,plus,26,106180
9606,Homo sapiens,9436,0,live,NCR2,"CD336, LY95, NK-p44, NKP44, dJ149M18.1",natural cytotoxicity triggering receptor 2,natural cytotoxicity triggering receptor 2|NK cell activating receptor (NKp44)|NK cell-activating receptor|lymphocyte antigen 95 (activating NK-receptor; NK-p44)|lymphocyte antigen 95 homolog (activating NK-receptor; NK-p44)|natural killer cell p44-related protein,6p21.1,6,NC_000006.12,41335608,41350889,plus,6,604531
9606,Homo sapiens,143098,0,live,MPP7,,MAGUK p55 scaffold protein 7,"MAGUK p55 subfamily member 7|membrane palmitoylated protein 7|membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)",10p12.1,10,NC_000010.11,28050993,28335203,minus,24,610973
9606,Homo sapiens,19,0,live,ABCA1,"ABC-1, ABC1, CERP, HDLCQTL13, HDLDT1, HPALP1, TGD",ATP binding cassette subfamily A member 1,"phospholipid-transporting ATPase ABCA1|ATP-binding cassette sub-family A member 1|ATP-binding cassette transporter A1|ATP-binding cassette, sub-family A (ABC1), member 1|cholesterol efflux regulatory protein|membrane-bound",9q31.1,9,NC_000009.12,104781006,104928155,minus,50,600046
9606,Homo sapiens,122786,0,live,FRMD6,"C14orf31, EX1, Willin, c14_5320",FERM domain containing 6,FERM domain-containing protein 6|4.1 ezrin radixin moesin (FERM)-containing protein|expanded homolog,14q22.1,14,NC_000014.9,51396431,51730727,plus,27,614555
9606,Homo sapiens,54209,0,live,TREM2,"PLOSL2, TREM-2, Trem2a, Trem2b, Trem2c",triggering receptor expressed on myeloid cells 2,triggering receptor expressed on myeloid cells 2|triggering receptor expressed on monocytes 2|triggering receptor expressed on myeloid cells 2a,6p21.1,6,NC_000006.12,41158508,41163116,minus,5,605086
9606,Homo sapiens,9846,0,live,GAB2,,GRB2 associated binding protein 2,GRB2-associated-binding protein 2|Grb2-associated binder 2|growth factor receptor bound protein 2-associated protein 2|pp100,11q14.1,11,NC_000011.10,78215293,78417820,minus,14,606203
9606,Homo sapiens,3123,0,live,HLA-DRB1,"DRB1, HLA-DR1B, HLA-DRB, SS1","major histocompatibility complex, class II, DR beta 1","major histocompatibility complex, class II, DR beta 1 precursor|HLA class II histocompatibility antigen, DR-1 beta chain|MHC class II HLA-DR beta 1 chain|human leucocyte antigen DRB1|lymphocyte antigen DRB1",6p21.32,6,NC_000006.12,32578775,32589848,minus,6,142857
9606,Homo sapiens,102465508,0,live,MIR6843,hsa-mir-6843,microRNA 6843,microRNA mir-6843,8p21.1,8,NC_000008.11,27610601,27610751,minus,1,
9606,Homo sapiens,285965,0,live,EPHA1-AS1,,EPHA1 antisense RNA 1,EPHA1 antisense RNA 1 (non-protein coding),7q35,7,NC_000007.14,143407813,143523449,plus,5,
9606,Homo sapiens,4057,0,live,LTF,"GIG12, HEL110, HLF2, LF",lactotransferrin,lactotransferrin|epididymis luminal protein 110|growth-inhibiting protein 12|kaliocin-1|lactoferricin|lactoferroxin|neutrophil lactoferrin|talalactoferrin,3p21.31,3,NC_000003.12,46435645,46485234,minus,22,150210
9606,Homo sapiens,3146,0,live,HMGB1,"HMG-1, HMG1, HMG3, SBP-1",high mobility group box 1,high mobility group protein B1|Amphoterin|Sulfoglucuronyl carbohydrate binding protein|high-mobility group (nonhistone chromosomal) protein 1,13q12.3,13,NC_000013.11,30456704,30617597,minus,9,163905
9606,Homo sapiens,8878,0,live,SQSTM1,"A170, DMRV, FTDALS3, NADGP, OSIL, PDB3, ZIP3, p60, p62, p62B",sequestosome 1,sequestosome-1|EBI3-associated protein of 60 kDa|EBI3-associated protein p60|EBIAP|autophagy receptor p62|oxidative stress induced like|phosphotyrosine independent ligand for the Lck SH2 domain p62|phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa|ubiquitin-binding protein p62,5q35.3,5,NC_000005.10,179806393,179838078,plus,11,601530
9606,Homo sapiens,10413,0,live,YAP1,"COB1, YAP, YAP-1, YAP2, YAP65, YKI",Yes1 associated transcriptional regulator,transcriptional coactivator YAP1|65 kDa Yes-associated protein|Yes associated protein 1|protein yorkie homolog|yes-associated protein 2|yes-associated protein YAP65 homolog|yorkie homolog,11q22.1,11,NC_000011.10,102110447,102233424,plus,11,606608
9606,Homo sapiens,3570,0,live,IL6R,"CD126, HIES5, IL-1Ra, IL-6R, IL-6R-1, IL-6RA, IL6Q, IL6QTLA, IL6RQ, gp80, IL6R",interleukin 6 receptor,interleukin-6 receptor subunit alpha|CD126 antigen|IL-6 receptor subunit alpha|membrane glycoprotein 80,1q21.3,1,NC_000001.11,154405343,154469450,plus,15,147880
9606,Homo sapiens,1234,0,live,CCR5,"CC-CKR-5, CCCKR5, CCR-5, CD195, CKR-5, CKR5, CMKBR5, IDDM22",C-C motif chemokine receptor 5,C-C chemokine receptor type 5|C-C motif chemokine receptor 5 A159A|HIV-1 fusion coreceptor|chemokine (C-C motif) receptor 5|chemokine receptor CCR5|chemokine recptor CCR5 Delta32|chemr13|mutant C-C motif chemokine receptor,3p21.31,3,NC_000003.12,46370142,46376206,plus,3,601373
9606,Homo sapiens,4684,0,live,NCAM1,"CD56, MSK39, NCAM",neural cell adhesion molecule 1,"neural cell adhesion molecule 1|antigen recognized by monoclonal antibody 5.1H11|neural cell adhesion molecule, NCAM",11q23.2,11,NC_000011.10,112961420,113278436,plus,26,116930
9606,Homo sapiens,10979,0,live,FERMT2,"KIND2, MIG2, PLEKHC1, UNC112, UNC112B, mig-2",FERM domain containing kindlin 2,"fermitin family homolog 2|PH domain-containing family C member 1|fermitin family member 2|kindlin 2|mitogen inducible gene 2 protein|mitogen inducible gene-2|pleckstrin homology domain containing, family C (with FERM domain) member 1|pleckstrin homology domain containing, family C member 1",14q22.1,14,NC_000014.9,52857273,52951050,minus,18,607746
9606,Homo sapiens,3990,0,live,LIPC,"HDLCQ12, HL, HTGL, LIPH","lipase C, hepatic type","hepatic triacylglycerol lipase|Triacylglycerol lipase|hepatic lipase|lipase member C|lipase, hepatic|lysophospholipase|phospholipase A1",15q21.3,15,NC_000015.10,58431991,58569844,plus,9,151670
9606,Homo sapiens,2185,0,live,PTK2B,"CADTK, CAKB, FADK2, FAK2, PKB, PTK, PYK2, RAFTK",protein tyrosine kinase 2 beta,protein-tyrosine kinase 2-beta|CAK-beta|FADK 2|PTK2B protein tyrosine kinase 2 beta|calcium-dependent tyrosine kinase|calcium-regulated non-receptor proline-rich tyrosine kinase|cell adhesion kinase beta|focal adhesion kinase 2|proline-rich tyrosine kinase 2|protein kinase B|related adhesion focal tyrosine kinase,8p21.2,8,NC_000008.11,27310506,27459391,plus,43,601212
9606,Homo sapiens,103,0,live,ADAR,"ADAR1, AGS6, DRADA, DSH, DSRAD, G1P1, IFI-4, IFI4, K88DSRBP, P136",adenosine deaminase RNA specific,double-stranded RNA-specific adenosine deaminase|136 kDa double-stranded RNA-binding protein|adenosine deaminase acting on RNA 1-A|dsRNA adenosine deaminase|dsRNA adeonosine deaminase|interferon-induced protein 4|interferon-inducible protein 4,1q21.3,1,NC_000001.11,154582057,154627997,minus,20,146920
9606,Homo sapiens,10658,0,live,CELF1,"BRUNOL2, CUG-BP, CUGBP, CUGBP1, EDEN-BP, NAB50, NAPOR, hNab50",CUGBP Elav-like family member 1,"CUGBP Elav-like family member 1|50 kDa nuclear polyadenylated RNA-binding protein|CUG RNA-binding protein|CUG triplet repeat RNA-binding protein 1|CUG-BP- and ETR-3-like factor 1|EDEN-BP homolog|RNA-binding protein BRUNOL-2|bruno-like 2|bruno-like protein 2|deadenylation factor CUG-BP|embryo deadenylation element binding protein|embryo deadenylation element-binding protein homolog|nuclear polyadenylated RNA-binding protein, 50-kD",11p11.2,11,NC_000011.10,47465937,47565539,minus,23,601074
9606,Homo sapiens,2162,0,live,F13A1,F13A,coagulation factor XIII A chain,"coagulation factor XIII A chain|FSF, A subunit|TGase|bA525O21.1 (coagulation factor XIII, A1 polypeptide)|coagulation factor XIII, A polypeptide|coagulation factor XIII, A1 polypeptide|coagulation factor XIIIa|factor XIIIa|fibrin stabilizing factor, A subunit|fibrinoligase|protein-glutamine gamma-glutamyltransferase A chain|transglutaminase A chain|transglutaminase. plasma",6p25.1,6,NC_000006.12,6144084,6320662,minus,15,134570
9606,Homo sapiens,4208,0,live,MEF2C,"C5DELq14.3, DEL5q14.3, NEDHSIL",myocyte enhancer factor 2C,"myocyte-specific enhancer factor 2C|MADS box transcription enhancer factor 2, polypeptide C",5q14.3,5,NC_000005.10,88717117,88904105,minus,21,600662
9606,Homo sapiens,4322,0,live,MMP13,"CLG3, MANDP1, MDST, MMP-13",matrix metallopeptidase 13,collagenase 3|matrix metalloproteinase 13 (collagenase 3),11q22.2,11,NC_000011.10,102942995,102955732,minus,10,600108
9606,Homo sapiens,3127,0,live,HLA-DRB5,"DRB5*, HLA-DRB5","major histocompatibility complex, class II, DR beta 5","major histocompatibility complex, class II, DR beta 5|DR beta-5|HLA class II histocompatibility antigen, DR-5 beta chain|MHC class II antigen DRB5",6p21.32,6,NC_000006.12,32517353,32530287,minus,6,604776
9606,Homo sapiens,6794,0,live,STK11,"LKB1, PJS, hLKB1",serine/threonine kinase 11,serine/threonine-protein kinase STK11|liver kinase B1|polarization-related protein LKB1|renal carcinoma antigen NY-REN-19|serine/threonine-protein kinase 11|serine/threonine-protein kinase LKB1,19p13.3,19,NC_000019.10,1205778,1228431,plus,12,602216
9606,Homo sapiens,3635,0,live,INPP5D,"SHIP, SHIP-1, SHIP1, SIP-145, hp51CN, p150Ship",inositol polyphosphate-5-phosphatase D,"phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1|SH2 domain-containing inositol 5'-phosphatase 1|inositol polyphosphate-5-phosphatase, 145kD|inositol polyphosphate-5-phosphatase, 145kDa|phosphatidylinositol 4,5-bisphosphate 5-phosphatase|signaling inositol polyphosphate 5 phosphatase SIP-145|signaling inositol polyphosphate phosphatase SHIP II",2q37.1,2,NC_000002.12,233060342,233207903,plus,27,601582
9606,Homo sapiens,729230,0,live,CCR2,"CC-CKR-2, CCR-2A, CCR2B, CD192, CKR2, CKR2A, CKR2B, CMKBR2, MCP-1-R, CCR2",C-C motif chemokine receptor 2,C-C chemokine receptor type 2|MCP-1 receptor|chemokine (C-C motif) receptor 2|monocyte chemoattractant protein 1 receptor|monocyte chemotactic protein 1 receptor,3p21.31,3,NC_000003.12,46354111,46360940,plus,2,601267
9606,Homo sapiens,6403,0,live,SELP,"CD62, CD62P, GMP140, GRMP, LECAM3, PADGEM, PSEL",selectin P,"P-selectin|CD62 antigen-like family member P|GMP-140|granule membrane protein 140|granule membrane protein 140kDa|granulocyte membrane protein|leukocyte-endothelial cell adhesion molecule 3|platelet activation dependent granule-external membrane protein|platelet alpha-granule membrane protein|selectin P (granule membrane protein 140kDa, antigen CD62)",1q24.2,1,NC_000001.11,169588849,169630124,minus,17,173610
9606,Homo sapiens,79865,0,live,TREML2,"C6orf76, TLT-2, TLT2, dJ238O23.1",triggering receptor expressed on myeloid cells like 2,trem-like transcript 2 protein|triggering receptor expressed on myeloid cells-like protein 2,6p21.1,6,NC_000006.12,41189749,41201149,minus,5,609715
9606,Homo sapiens,10320,0,live,IKZF1,"CVID13, Hs.54452, IK1, IKAROS, LYF1, LyF-1, PPP1R92, PRO0758, ZNFN1A1",IKAROS family zinc finger 1,"DNA-binding protein Ikaros|CLL-associated antigen KW-6|ikaros family zinc finger protein 1|lymphoid transcription factor LyF-1|protein phosphatase 1, regulatory subunit 92|zinc finger protein, subfamily 1A, 1 (Ikaros)",7p12.2,7,NC_000007.14,50303455,50405101,plus,17,603023
9606,Homo sapiens,56606,0,live,SLC2A9,"GLUT9, GLUTX, UAQTL2, URATv1",solute carrier family 2 member 9,"solute carrier family 2, facilitated glucose transporter member 9|GLUT-9|glucose transporter type 9|human glucose transporter-like protein-9|solute carrier family 2 (facilitated glucose transporter), member 9|urate transporter|urate voltage-driven efflux transporter 1",4p16.1,4,NC_000004.12,9771025,10040270,minus,24,606142
9606,Homo sapiens,6095,0,live,RORA,"IDDECA, NR1F1, ROR1, ROR2, ROR3, RORa1, RORalpha, RZR-ALPHA, RZRA",RAR related orphan receptor A,nuclear receptor ROR-alpha|RAR-related orphan nuclear receptor alpha|ROR-alpha|nuclear receptor RZR-alpha|nuclear receptor subfamily 1 group F member 1|retinoic acid receptor-related orphan receptor alpha|retinoid-related orphan receptor alpha|transcription factor RZR-alpha,15q22.2,15,NC_000015.10,60488284,61229302,minus,22,600825
9606,Homo sapiens,1910,0,live,EDNRB,"ABCDS, ET-B, ET-BR, ETB, ETB1, ETBR, ETRB, HSCR, HSCR2, WS4A",endothelin receptor type B,endothelin receptor type B|Hirschsprung disease 2|endothelin receptor non-selective type|endothelin receptor subtype B1,13q22.3,13,NC_000013.11,77895481,77975527,minus,9,131244
9606,Homo sapiens,2177,0,live,FANCD2,"FA-D2, FA4, FACD, FAD, FAD2, FANCD",FA complementation group D2,Fanconi anemia group D2 protein|Fanconi anemia complementation group D2,3p25.3,3,NC_000003.12,10026437,10101932,plus,45,613984
9606,Homo sapiens,330,0,live,BIRC3,"AIP1, API2, CIAP2, HAIP1, HIAP1, IAP-1, MALT2, MIHC, RNF49, c-IAP2",baculoviral IAP repeat containing 3,baculoviral IAP repeat-containing protein 3|IAP homolog C|RING finger protein 49|RING-type E3 ubiquitin transferase BIRC3|TNFR2-TRAF signaling complex protein|TNFR2-TRAF-signaling complex protein 1|apoptosis inhibitor 2|cellular inhibitor of apoptosis 2|inhibitor of apoptosis protein 1|mammalian IAP homolog C,11q22.2,11,NC_000011.10,102317484,102339403,plus,9,601721
9606,Homo sapiens,7436,0,live,VLDLR,"CAMRQ1, CARMQ1, CHRMQ1, VLDL-RCH, VLDLR",very low density lipoprotein receptor,very low-density lipoprotein receptor|VLDL receptor,9p24.2,9,NC_000009.12,2621787,2660056,plus,19,192977
9606,Homo sapiens,5076,0,live,PAX2,"FSGS7, PAPRS, PAX-2",paired box 2,paired box protein Pax-2|paired box homeotic gene 2,10q24.31,10,NC_000010.11,100735396,100829944,plus,14,167409
9606,Homo sapiens,27328,0,live,PCDH11X,"PCDH-X, PCDH-Y, PCDH11, PCDH11Y, PCDH22, PCDHX, PPP1R119",protocadherin 11 X-linked,"protocadherin-11 X-linked|Protocadherin on the Y chromosome|Protocadherin prostate cancer|Protocadherin-11 Y-linked|Protocadherin-22|Protocadherin-PC|protein phosphatase 1, regulatory subunit 119|protocadherin 11X|protocadherin on the X chromosome|protocadherin-S",Xq21.31,X,NC_000023.11,91779375,92623230,plus,16,300246
9606,Homo sapiens,64478,0,live,CSMD1,PPP1R24,CUB and Sushi multiple domains 1,"CUB and sushi domain-containing protein 1|protein phosphatase 1, regulatory subunit 24",8p23.2,8,NC_000008.11,2935361,4994914,minus,73,608397
9606,Homo sapiens,1232,0,live,CCR3,"C C CKR3, CC-CKR-3, CD193, CKR 3, CKR3, CMKBR3",C-C motif chemokine receptor 3,C-C chemokine receptor type 3|C-C CKR-3|CC chemokine receptor 3|CCR-3|b-chemokine receptor|chemokine (C-C motif) receptor 3|eosinophil CC chemokine receptor 3|eosinophil eotaxin receptor,3p21.31,3,NC_000003.12,46210696,46266706,plus,5,601268
9606,Homo sapiens,5062,0,live,PAK2,"KNO2, PAK65, PAKgamma",p21 (RAC1) activated kinase 2,serine/threonine-protein kinase PAK 2|PAK-2|S6/H4 kinase|gamma-PAK|p21 (CDKN1A)-activated kinase 2|p21 protein (Cdc42/Rac)-activated kinase 2|p21-activated kinase 2|p58,3q29,3,NC_000003.12,196739857,196832647,plus,17,605022
9606,Homo sapiens,5817,0,live,PVR,"CD155, HVED, NECL5, Necl-5, PVS, TAGE4",PVR cell adhesion molecule,poliovirus receptor|nectin-like protein 5,19q13.31,19,NC_000019.10,44643910,44666162,plus,8,173850
9606,Homo sapiens,3492,0,live,IGH,"IGD1.1@, IGH@, IGHD@, IGHDY1, IGHJ, IGHJ@, IGHV, IGHV@, IGH",immunoglobulin heavy locus,"D (diversity) region of heavy chains|J (joining) region of heavy chains|immunglobulin heavy chain variable region|immunoglobulin heavy diversity cluster|immunoglobulin heavy diversity group|immunoglobulin heavy diversity locus|immunoglobulin heavy joining cluster|immunoglobulin heavy joining group|immunoglobulin heavy polypeptide, joining region|immunoglobulin heavy variable cluster|immunoglobulin heavy variable group",14q32.33,14,NC_000014.9,105586437,106879844,minus,0,"146910,147010,147070"
9606,Homo sapiens,54205,0,live,CYCS,"CYC, HCS, THC4","cytochrome c, somatic",cytochrome c,7p15.3,7,NC_000007.14,25118656,25125260,minus,3,123970
9606,Homo sapiens,90332,0,live,EXOC3L2,XTP7,exocyst complex component 3 like 2,exocyst complex component 3-like protein 2|HBV X-transactivated gene 7 protein|HBV XAg-transactivated protein 7|protein 7 transactivated by hepatitis B virus X antigen (HBxAg),19q13.32,19,NC_000019.10,45212370,45245407,minus,12,616927
9606,Homo sapiens,8913,0,live,CACNA1G,"Ca(V)T.1, Cav3.1, NBR13, SCA42, SCA42ND",calcium voltage-gated channel subunit alpha1 G,"voltage-dependent T-type calcium channel subunit alpha-1G|calcium channel, voltage-dependent, T type, alpha 1G subunit|cav3.1c|voltage-dependent T-type calcium channel alpha 1G subunit|voltage-dependent calcium channel alpha 1G subunit|voltage-gated calcium channel subunit alpha Cav3.1",17q21.33,17,NC_000017.11,50560715,50627474,plus,38,604065
9606,Homo sapiens,7447,0,live,VSNL1,"HLP3, HPCAL3, HUVISL1, VILIP, VILIP-1",visinin like 1,visinin-like protein 1|VLP-1|hippocalcin-like protein 3,2p24.2,2,NC_000002.12,17539972,17657018,plus,6,600817
9606,Homo sapiens,10659,0,live,CELF2,"BRUNOL3, CELF-2, CUG-BP2, CUGBP2, DEE97, ETR-3, ETR3, NAPOR",CUGBP Elav-like family member 2,CUGBP Elav-like family member 2|CUG triplet repeat RNA-binding protein 2|CUG-BP- and ETR-3-like factor 2|ELAV-type RNA-binding protein 3|KDM2B/CELF2 fusion|RNA-binding protein BRUNOL-3|bruno-like protein 3|neuroblastoma apoptosis-related RNA-binding protein,10p14,10,NC_000010.11,10462550,11336675,plus,31,602538
9606,Homo sapiens,411,0,live,ARSB,"ASB, G4S, MPS6",arylsulfatase B,arylsulfatase B|N-acetylgalactosamine-4-sulfatase,5q14.1,5,NC_000005.10,78777209,78985958,minus,17,611542
9606,Homo sapiens,55691,0,live,FRMD4A,"CCAFCA, FRMD4, bA295P9.4",FERM domain containing 4A,FERM domain-containing protein 4A|FERM domain containing 4,10p13,10,NC_000010.11,13643706,14330924,minus,30,616305
9606,Homo sapiens,8029,0,live,CUBN,"IFCR, IGS, IGS1, MGA1, gp280",cubilin,cubilin|460 kDa receptor|cubilin (intrinsic factor-cobalamin receptor)|intestinal intrinsic factor receptor|intrinsic factor-vitamin B12 receptor,10p13,10,NC_000010.11,16823966,17129811,minus,71,602997
9606,Homo sapiens,4059,0,live,BCAM,"AU, CD239, LU, MSK19",basal cell adhesion molecule (Lutheran blood group),basal cell adhesion molecule|Auberger b antigen|B-CAM cell surface glycoprotein|B-cell adhesion molecule|F8/G253 antigen|Lutheran blood group variant LUGA|basal cell adhesion molecule (Lu and Au blood groups),19q13.32,19,NC_000019.10,44809059,44821421,plus,14,612773
9606,Homo sapiens,814,0,live,CAMK4,"CaMK IV, CaMK-GR, CaMKIV, caMK",calcium/calmodulin dependent protein kinase IV,calcium/calmodulin-dependent protein kinase type IV|CAM kinase IV|CAM kinase- GR|brain Ca(2+)-calmodulin-dependent protein kinase type IV|brain Ca++-calmodulin-dependent protein kinase type IV|calcium/calmodulin-dependent protein kinase type IV catalytic chain,5q22.1,5,NC_000005.10,111223583,111494886,plus,14,114080
9606,Homo sapiens,5682,0,live,PSMA1,"HC2, HEL-S-275, NU, PROS30",proteasome 20S subunit alpha 1,"proteasome subunit alpha type-1|30 kDa prosomal protein|PROS-30|epididymis secretory protein Li 275|macropain subunit C2|macropain subunit nu|multicatalytic endopeptidase complex subunit C2|proteasome (prosome, macropain) subunit, alpha type, 1|proteasome component C2|proteasome nu chain|proteasome subunit alpha 1|proteasome subunit alpha 6|proteasome subunit nu|proteasome subunit, alpha-type, 1|protein P30-33K|testicular tissue protein Li 150",11p15.2,11,NC_000011.10,14504876,14643662,minus,12,602854
